doc_id,topic_0,topic_2,topic_13,topic_10,topic_5,topic_7,topic_1,topic_4,topic_6,topic_9
43937,0.11473599076271057,0.5240705609321594,0.0,0.0,0.0,0.0,0.0,0.021967070177197456,0.09053448587656021,0.062136199325323105
43936,0.0,0.0,0.5743294358253479,0.0,0.010210766457021236,0.0,0.0,0.14177434146404266,0.1104988381266594,0.03560265898704529
43934,0.0,0.0,0.26600587368011475,0.0,0.0,0.0,0.0,0.1732313185930252,0.1301037222146988,0.0
43932,0.0,0.0,0.7573601007461548,0.0,0.062211718410253525,0.027140596881508827,0.0,0.0,0.051306575536727905,0.061449553817510605
43931,0.16864453256130219,0.02661592699587345,0.0,0.0,0.0,0.1026974618434906,0.23641636967658997,0.0,0.22371789813041687,0.0
43930,0.18253670632839203,0.6006612777709961,0.0,0.0,0.0,0.0,0.07090136408805847,0.0,0.0,0.1288362443447113
43928,0.306317538022995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21151000261306763
43926,0.0,0.16801032423973083,0.0,0.0,0.025866299867630005,0.0,0.0,0.0,0.27639439702033997,0.371042400598526
43925,0.0,0.0,0.0,0.0,0.0,0.08248444646596909,0.017158497124910355,0.0,0.0,0.037950899451971054
43924,0.7394405603408813,0.0,0.0,0.0,0.0,0.21239405870437622,0.0,0.0,0.0,0.0
43923,0.0,0.0,0.4791678190231323,0.0,0.12495962530374527,0.0,0.0,0.14013758301734924,0.2223217934370041,0.0
43922,0.4159892797470093,0.0,0.0,0.0,0.03572717308998108,0.0,0.0,0.0,0.0,0.0
43921,0.1945800483226776,0.23585978150367737,0.0,0.0,0.0,0.12200756371021271,0.0,0.0,0.11505380272865295,0.11604127287864685
43920,0.0,0.6856876611709595,0.0,0.0,0.0,0.058628253638744354,0.0,0.0,0.0,0.0
43919,0.34958353638648987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17019540071487427
43917,0.0,0.6041045188903809,0.0,0.0,0.0,0.0,0.060331396758556366,0.0,0.0,0.19901815056800842
43916,0.18550288677215576,0.0,0.0,0.07546568661928177,0.0,0.0,0.0,0.0,0.0,0.0
43915,0.27523094415664673,0.050837308168411255,0.0,0.049857668578624725,0.0,0.011682938784360886,0.0,0.0,0.0,0.0
43914,0.4071044623851776,0.10215377062559128,0.0,0.02261347323656082,0.0,0.05062314122915268,0.025893602520227432,0.0,0.0,0.35484009981155396
43913,0.35986050963401794,0.0,0.0,0.0,0.0,0.1450853794813156,0.0,0.09528927505016327,0.0,0.17209793627262115
43912,0.0,0.0,0.3719979524612427,0.0,0.0,0.0,0.10842060297727585,0.0,0.0,0.08766906708478928
43911,0.0,0.0,0.3720104396343231,0.0,0.0,0.0,0.10842031985521317,0.0,0.0,0.0876477062702179
43910,0.0,0.0,0.20719122886657715,0.0,0.0,0.0,0.0,0.3870249390602112,0.13586856424808502,0.1598728895187378
43909,0.0,0.20296643674373627,0.0,0.0,0.0,0.0,0.0,0.0,0.24315159022808075,0.0
43908,0.4539554715156555,0.32778918743133545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43907,0.5567973256111145,0.0,0.0,0.0,0.0,0.0,0.0,0.09440797567367554,0.0,0.2054586410522461
43905,0.4341050684452057,0.386680543422699,0.0,0.0,0.05254368856549263,0.0,0.0,0.0,0.0,0.0
43903,0.0,0.0,0.0,0.0,0.0,0.09762255102396011,0.0,0.0,0.0,0.0
43902,0.04643751680850983,0.0,0.4896491467952728,0.0,0.0,0.0,0.0,0.05591091886162758,0.0,0.30507633090019226
43901,0.0,0.0,0.055911608040332794,0.0,0.0,0.17568878829479218,0.0,0.0,0.41026246547698975,0.0
43900,0.0,0.0,0.0,0.0,0.0,0.0,0.15635205805301666,0.01283355988562107,0.0,0.11086741834878922
43899,0.24521920084953308,0.6102842092514038,0.01111513189971447,0.01111510954797268,0.01111510954797268,0.01111510954797268,0.011115116067230701,0.011115119792521,0.011115163564682007,0.011115112341940403
43897,0.3938402831554413,0.0,0.02909086085855961,0.025264941155910492,0.0,0.18321119248867035,0.0,0.0,0.0,0.19010883569717407
43896,0.03333386778831482,0.033334217965602875,0.033333901315927505,0.033333830535411835,0.033333830535411835,0.033333830535411835,0.033333830535411835,0.033333830535411835,0.033333830535411835,0.03333383426070213
43895,0.3232423663139343,0.0,0.0,0.0,0.2017778903245926,0.029346147552132607,0.0,0.027208849787712097,0.12579284608364105,0.0
43894,0.0,0.318385511636734,0.0,0.0,0.0,0.0,0.1097748875617981,0.0,0.0,0.2578766345977783
43893,0.0,0.31839239597320557,0.0,0.0,0.0,0.0,0.10978570580482483,0.0,0.0,0.25787633657455444
43892,0.0,0.0,0.0,0.0,0.09358642995357513,0.0,0.0,0.0,0.0,0.09170931577682495
43891,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07611724734306335,0.0,0.512752890586853
43890,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5609355568885803
43889,0.0,0.0,0.7693254947662354,0.0,0.0,0.0,0.0,0.0,0.0,0.12836846709251404
43888,0.11474771052598953,0.019156439229846,0.09906226396560669,0.0,0.0,0.0,0.0,0.11713671684265137,0.4891708493232727,0.0
43883,0.7030729651451111,0.13013006746768951,0.0,0.0,0.0,0.14724965393543243,0.0,0.0,0.0,0.0
43882,0.0,0.9066634774208069,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43881,0.16635607182979584,0.3756381571292877,0.08064666390419006,0.014875130727887154,0.0,0.01500875223428011,0.0,0.0,0.039245277643203735,0.0
43880,0.26989811658859253,0.12509717047214508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2067829668521881
43879,0.0,0.0,0.8605258464813232,0.0,0.0,0.0,0.0,0.08489217609167099,0.0,0.01647227071225643
43878,0.6507126092910767,0.0,0.0,0.0,0.0,0.02489936165511608,0.0,0.0,0.023440582677721977,0.12881234288215637
43877,0.42595499753952026,0.0,0.0,0.0,0.0,0.0,0.10888875275850296,0.0,0.0,0.0
43876,0.0,0.07015340030193329,0.0,0.041429780423641205,0.07300716638565063,0.0,0.0,0.0,0.0,0.7248750329017639
43871,0.28007763624191284,0.12150757014751434,0.0,0.0,0.0,0.0,0.06316249072551727,0.0,0.0,0.14000609517097473
43870,0.0,0.0,0.13598667085170746,0.0,0.0,0.0,0.0,0.19831953942775726,0.0,0.0
43868,0.4992946684360504,0.2632281482219696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43866,0.0,0.6442020535469055,0.0,0.0,0.0,0.11195828765630722,0.0,0.0,0.0,0.0
43865,0.6617568135261536,0.0,0.0,0.0,0.0,0.0693788230419159,0.0,0.0,0.0,0.1502240151166916
43863,0.061187341809272766,0.0,0.01832670532166958,0.0,0.0,0.0,0.0,0.0,0.0,0.3870767652988434
43861,0.7041956782341003,0.08447708189487457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43860,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7604281306266785,0.0,0.20620685815811157
43858,0.21247544884681702,0.19799654185771942,0.0,0.0,0.0,0.0,0.0,0.0,0.023245176300406456,0.1687714010477066
43857,0.0,0.0,0.6517800092697144,0.0,0.0,0.0,0.03244073688983917,0.052492476999759674,0.0,0.0
43856,0.4860992729663849,0.2793692648410797,0.0,0.0,0.0,0.05259489640593529,0.0,0.0,0.0,0.07101066410541534
43855,0.19246573746204376,0.6318293213844299,0.0,0.0,0.0,0.07549073547124863,0.0,0.0,0.0,0.0
43854,0.6173167824745178,0.0,0.0,0.05088586360216141,0.0,0.08907829970121384,0.0,0.06217696890234947,0.0,0.05231879651546478
43853,0.9678109288215637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43852,0.0,0.8153101205825806,0.0,0.0,0.0,0.0,0.0,0.0,0.15258701145648956,0.0
43851,0.3224201202392578,0.0,0.0,0.0,0.0,0.04933827742934227,0.0,0.43531981110572815,0.0,0.15952710807323456
43850,0.5960184931755066,0.0,0.0,0.14467889070510864,0.0551065169274807,0.0,0.0,0.0,0.0,0.0
43849,0.07291315495967865,0.0,0.02294035069644451,0.0,0.0,0.0,0.10938289761543274,0.0,0.0,0.15142886340618134
43848,0.2774621844291687,0.0,0.12103870511054993,0.0,0.0,0.0,0.41933363676071167,0.0,0.0,0.0
43847,0.4965696334838867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43846,0.0,0.10296586900949478,0.5887478590011597,0.0,0.0,0.0,0.0,0.0,0.0,0.2353777289390564
43845,0.0,0.44468626379966736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43844,0.1787814497947693,0.47083428502082825,0.05570093169808388,0.0,0.0,0.25388723611831665,0.011029995046555996,0.0,0.0,0.01874554343521595
43843,0.16252894699573517,0.47792452573776245,0.057277098298072815,0.0,0.0,0.2531871795654297,0.011855903081595898,0.0,0.0,0.02608202025294304
43842,0.6782123446464539,0.10449612140655518,0.0,0.0,0.0,0.08731870353221893,0.0,0.0,0.11161238700151443,0.0
43840,0.0,0.7144030928611755,0.0,0.0,0.0,0.0,0.0,0.0,0.08667804300785065,0.15678191184997559
43839,0.03971409052610397,0.0,0.6405611634254456,0.0,0.061483390629291534,0.0,0.0,0.03624590113759041,0.08793190866708755,0.0
43837,0.0,0.0,0.07384102791547775,0.0,0.0,0.06292672455310822,0.12597830593585968,0.0,0.0,0.25082820653915405
43836,0.47388726472854614,0.16777324676513672,0.0,0.0,0.0,0.3447765111923218,0.0,0.0,0.0,0.0
43835,0.49188265204429626,0.27709972858428955,0.0,0.0,0.0,0.04598817601799965,0.0,0.0,0.0,0.06934381276369095
43833,0.0,0.0,0.6021324992179871,0.0,0.0,0.0,0.0,0.1740071028470993,0.06804191321134567,0.0
43830,0.30720990896224976,0.057468265295028687,0.0,0.0,0.0,0.07516668736934662,0.0,0.0,0.17200171947479248,0.1826234757900238
43829,0.0,0.23311398923397064,0.0,0.0,0.052576445043087006,0.06229536607861519,0.0,0.08198238909244537,0.0,0.31516680121421814
43825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23617488145828247,0.34365954995155334
43824,0.0,0.0,0.0,0.0,0.0,0.0,0.1311938762664795,0.0,0.0,0.291439414024353
43823,0.018136275932192802,0.07326668500900269,0.0208402369171381,0.0,0.0,0.0,0.0,0.0,0.07330954819917679,0.39120617508888245
43822,0.12939304113388062,0.8553944230079651,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43821,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9654266834259033,0.0
43820,0.520886242389679,0.46466028690338135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43819,0.22827307879924774,0.34972241520881653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.410051167011261
43816,0.2593749761581421,0.33019882440567017,0.0,0.0,0.0,0.226459801197052,0.0,0.0,0.13640199601650238,0.0
